FAMILY	GENUS	SPECIES	CAAB CODE			
Atherinidae	Atherinomorus	capricornensis	37246008			
Trichiuridae	Aphanopus	capricornis	37440010			
Apogonidae	Ostorhinchus	capricornis	37327125			
Caproidae	Antigonia	capros	37267004			
Didemnidae	Lissoclinum	capsulatum	35013292			
Plesiopidae	Fraudella	carassiops	37316006			
Terapontidae	Hephaestus	carbo	37321012			
Lutjanidae	Etelis	carbunculus	37346014			
Lamnidae	Carcharodon	carcharias	37010003			
Gobiesocidae	Creocele	cardinalis	37206003			
Serranidae	Hypoplectrodes	cardinalis	37311101			
Scorpaenidae	Scorpaena	cardinalis	37287098			
Didemnidae	Leptoclinides	carduus	35013064			
Apogonidae	Jaydia	carinata	37327027			
Pycnogonidae	Pycnogonum	carinatum	33017006			
Apistidae	Apistus	carinatus	37287011			
Macrouridae	Macrourus	carinatus	37232036			
Syngnathidae	Urocampus	carinirostris	37282008			
Gobiesocidae	Lepadichthys	caritus	37206020			
Nomeidae	Amarsipus	carlsbergi	37446012			
Myctophidae	Electrona	carlsbergi	37122104			
Aploactinidae	Pseudopataecus	carnatobarbatus	37290023			
Lutjanidae	Lipocheilus	carnolabrum	37346031			
Sebastidae	Trachyscorpia	carnomagula	37287103			
Styelidae	Stolonica	carnosa	35033034			
Polycitoridae	Eudistoma	carnosum	35018011			
Ptychoderidae	Balanoglossus	carnosus	36117002			
Ammotheidae	Ammothea	carolinensis	33012051			
Scaridae	Calotomus	carolinus	37386005			
Engraulidae	Stolephorus	carpentariae	37086010			
Cyprinidae	Cyprinus	carpio	37165003			
Lutjanidae	Lutjanus	carponotatus	37346011			
Blenniidae	Cirripectes	castaneus	37408011			
Polyclinidae	Synoicum	castellatum	35019071			
Clupeidae	Herklotsichthys	castelnaui	37085023			
Opistognathidae	Opistognathus	castelnaui	37388012			
Congridae	Gnathophis	castlei	37067029			
Muraenidae	Gymnothorax	castlei	37060070			
Ophichthidae	Scolecenchelys	castlei	37068054			
Liparidae	Careproctus	catherinae	37307751			
Didemnidae	Polysyncraton	catillum	35013240			
Ophichthidae	Callechelys	catostoma	37068013			
Callipallenidae	Callipallene	catulus	33011039			
Pomacentridae	Chromis	caudalis	37372142			
Syngnathidae	Lissocampus	caudalis	37282016			
Trichiuridae	Lepidopus	caudatus	37440002			
Terapontidae	Amniataba	caudavittata	37321007			
Apogonidae	Apogon	caudicinctus	37327165			
Percophidae	Bembrops	caudimacula	37393013			
Labridae	Coris	caudimacula	37384092			
Gobiidae	Minysicya	caudimaculata	37428355			
Holocentridae	Sargocentron	caudimaculatum	37261022			
Poeciliidae	Phalloceros	caudimaculatus	37244002			
Plesiopidae	Trachinops	caudimaculatus	37316001			
Myctophidae	Notoscopelus	caudispinosus	37122070			
Hemiramphidae	Zenarchopterus	caudovittatus	37234020			
Gobiidae	Gnatholepis	cauerensis	37428393			
Labridae	Choerodon	cauteroma	37384005			
Aploactinidae	Xenaploactis	cautes	37290018			
Carcharhinidae	Carcharhinus	cautus	37018034			
Holozoidae	Sycozoa	cavernosa	35015030			
Didemnidae	Leptoclinides	cavernosus	35013065			
Apogonidae	Ostorhinchus	cavitiensis	37327028			
Gobiidae	Cryptocentrus	cebuanus	37428097			
Platycephalidae	Thysanophrys	celebica	37296044			
Nemipteridae	Nemipterus	celebicus	37347004			
Labridae	Oxycheilinus	celebicus	37384179			
Atherinidae	Craterocephalus	centralis	37246016			
Triacanthodidae	Halimochirurgus	centriscoides	37464013			
Hexanchidae	Notorynchus	cepedianus	37005002			
Muraenidae	Gymnothorax	cephalospilus	37060009			
Labridae	Choerodon	cephalotes	37384004			
Apogonidae	Siphamia	cephalotes	37327032			
Ophichthidae	Ophichthus	cephalozona	37068028			
Mugilidae	Mugil	cephalus	37381002			
Gobiidae	Gobiodon	ceramensis	37428157			
Blenniidae	Salarias	ceramensis	37408098			
Labridae	Pseudojuloides	cerasinus	37384147			
Polycitoridae	Polycitor	cerasus	35018037			
Didemnidae	Trididemnum	cerebriforme	35013049			
Holozoidae	Sycozoa	cerebriformis	35015031			
Artedidraconidae	Pogonophryne	cerebropogon	37405759			
Rajidae	Dipturus	cerva	37031003			
Chlorophthalmidae	Chlorophthalmus	cf <i>acutifrons</i>	37120009			
Peristediidae	Satyrichthys	cf <i>adeni</i>	37288031			
Alepocephalidae	Leptoderma	cf <i>affinis</i>	37114040			
Ophidiidae	Spottobrotula	cf <i>amaculata</i>	37228010			
Peristediidae	Satyrichthys	cf <i>amiscus</i>	37288043			
Tetrarogidae	Ocosia	cf <i>apia</i>	37287824			
Callionymidae	Foetorepus	cf <i>apricus</i> (east)	37427804			
Callionymidae	Foetorepus	cf <i>australis</i>	37427803			
Uranoscopidae	Uranoscopus	cf <i>bicinctus</i>	37400007			
Chaunacidae	Chaunax	cf <i>breviradius</i>	37211001			
Paraulopidae	Paraulopus	cf <i>brevirostris</i>	37120017			
Hoplichthyidae	Hoplichthys	cf <i>citrinus</i>	37297003			
Ogcocephalidae	Solocisquama	cf <i>erythrina</i> (var E)	37212043			
Ogcocephalidae	Solocisquama	cf <i>erythrina</i> (var W)	37212042			
Chaunacidae	Chaunax	cf <i>flammeus</i>	37211009			
Scorpaenidae	Scorpaena	cf <i>izensis</i>	37287831			
Aploactinidae	Paraploactis	cf <i>kagoshimensis</i>	37290022			
Moridae	Guttigadus	cf <i>kongi</i> (W Pac)	37224802			
Bothidae	Grammatobothus	cf <i>krempfi</i>	37460074			
Ophidiidae	Monomitopus	cf <i>kumae</i>	37228079			
Bythitidae	Cataetyx	cf <i>lepidogenys</i>	37228070			
Peristediidae	Satyrichthys	cf <i>lingi</i>	37288065			
Peristediidae	Peristedion	cf <i>liorhynchus</i>	37288022			
Moridae	Physiculus	cf <i>longifilis</i>	37224032			
Ophidiidae	Dicrolene	cf <i>longimana</i>	37228812			
Moridae	Physiculus	cf <i>luminosa</i>	37224033			
Ogcocephalidae	Malthopsis	cf <i>lutea</i> (NE)	37212037			
Pinguipedidae	Parapercis	cf <i>macrophthalma</i>	37390009			
Caproidae	Antigonia	cf <i>malayana</i>	37267805			
Caproidae	Antigonia	cf <i>malayana</i> (Qld)	37267804			
Caproidae	Antigonia	cf <i>malayana</i> (WA1)	37267002			
Trachichthyidae	Hoplostethus	cf <i>melanopus</i>	37255018			
Ophidiidae	Sirembo	cf <i>metachroma</i>	37228814			
Peristediidae	Satyrichthys	cf <i>moluccense</i>	37288012			
Callionymidae	Bathycallionymus	cf <i>moretonensis</i>	37427802			
Nettastomatidae	Venefica	cf <i>multiporosa</i>	37065009			
Ophidiidae	Ophidion	cf <i>muraenolepis</i>	37228800			
Peristediidae	Paraheminodus	cf <i>murrayi</i>	37288044			
Scorpaenidae	Neomerinthe	cf <i>nielseni</i>	37287109			
Ophidiidae	Lamprogrammus	cf <i>niger</i>	37228085			
Moridae	Physiculus	cf <i>nigrescens</i>	37224034			
Chlorophthalmidae	Chlorophthalmus	cf <i>nigromarginatus</i>	37120004			
Moridae	Guttigadus	cf <i>nudicephalum</i>	37224039			
Scorpaenidae	Scorpaena	cf <i>oglinus</i>	37287044			
Muraenolepididae	Muraenolepis	cf <i>orangiensis</i>	37223001			
Synanceiidae	Minous	cf <i>pusillus</i>	37287814			
Peristediidae	Satyrichthys	cf <i>quadratorostratus</i>	37288061			
Synanceiidae	Minous	cf <i>quincarinatus</i>	37287813			
Alepocephalidae	Leptoderma	cf <i>retrospinna</i>	37114041			
Caproidae	Antigonia	cf <i>rhomboidea</i>	37267800			
Moridae	Physiculus	cf <i>roseus</i>	37224035			
Serranidae	Pseudanthias	cf <i>rubrizonatus</i>	37311056			
Triglidae	Pterygotrigla	cf <i>ryukyuensis</i>	37288025			
Moridae	Lepidion	cf <i>schmidti</i>	37224031			
Ophidiidae	Pycnocraspedum	cf <i>squamipinne</i>	37228036			
Ogcocephalidae	Solocisquama	cf <i>stellulata</i>	37212044			
Uranoscopidae	Uranoscopus	cf <i>terraeregianae</i>	37400027			
Ophidiidae	Dannevigia	cf <i>tusca</i>	37228806			
Peristediidae	Satyrichthys	cf <i>welchi</i>	37288062			
Tetrarogidae	Ocosia	cf <i>zaspilota</i>	37287059			
Grammistidae	Belonoperca	chabanaudi	37312005			
Clupeidae	Anodontostoma	chacunda	37085015			
Haemulidae	Plectorhinchus	chaetodonoides	37350014			
Gadidae	Theragra	chalcogramma	37226793			
Ascidiidae	Ascidia	challengeri	35002003			
Callipallenidae	Parapallene	challengeri	33011018			
Rajidae	Rajella	challengeri	37031040			
Scaridae	Scarus	chameleon	37386012			
Phoxichilidiidae	Anoplodactylus	chamorrus	33015004			
Chanidae	Chanos	chanos	37142001			
Agneziidae	Adagnesia	charcoti	35001001			
Nymphonidae	Nymphon	charcoti	33010006			
Pycnogonidae	Pentapycnon	charcoti	33017010			
Macrouridae	Coelorinchus	charius	37232105			
Oikopleuridae	Bathochordaeus	charon	35203001			
Didemnidae	Didemnum	chartaceum	35013004			
Ophichthidae	Yirrkala	chaselingi	37068036			
Toxotidae	Toxotes	chatareus	37359001			
Platycephalidae	Platycephalus	chauliodous	37296039			
Myctophidae	Lampadena	chavesi	37122093			
Tetraodontidae	Lagocephalus	cheesemanii	37467065			
Callipallenidae	Stylopallene	cheilorhynchus	33011036			
Blenniidae	Cirripectes	chelomatus	37408012			
Notacanthidae	Notacanthus	chemnitzii	37083002			
Callipallenidae	Pseudopallene	chevron	33011042			
Xenisthmidae	Xenisthmus	chi	37429059			
Austrodecidae	Austrodecus	childi	33019008			
Muraenidae	Gymnothorax	chilospilus	37060033			
Platycephalidae	Thysanophrys	chiltonae	37296034			
Aulostomidae	Aulostomus	chinensis	37277001			
Gobiidae	Ctenotrypauchen	chinensis	37428400			
Monacanthidae	Monacanthus	chinensis	37465009			
Stromateidae	Pampus	chinensis	37448752			
Styelidae	Polycarpa	chinensis	35033067			
Salangidae	Protosalanx	chinensis	37100752			
Squalidae	Squalus	chloroculus	37020048			
Labridae	Halichoeres	chloropterus	37384109			
Serranidae	Epinephelus	chlorostigma	37311059			
Percophidae	Chrionema	chlorotaenia	37393003			
Labridae	Cheilinus	chlorourus	37384064			
Labridae	Macropharyngodon	choati	37384134			
Monacanthidae	Paramonacanthus	choirocephalus	37465064			
Bythitidae	Paradiancistrus	christmasensis	37228114			
Polyclinidae	Synoicum	chrysanthemum	35019072			
Holocentridae	Myripristis	chryseres	37261009			
Carangidae	Carangoides	chrysophrys	37337011			
Mullidae	Parupeneus	chrysopleuron	37355016			
Pomacentridae	Dischistodus	chrysopoecilus	37372139			
Apogonidae	Ostorhinchus	chrysopomus	37327167			
Balistidae	Sufflamen	chrysopterum	37465079			
Pomacentridae	Amphiprion	chrysopterus	37372021			
Myctophidae	Diaphus	chrysorhynchus	37122083			
Gobiidae	Redigobius	chrysosoma	37428245			
Blenniidae	Blenniella	chrysospilos	37408042			
Chaetodontidae	Heniochus	chrysostomus	37365075			
Apogonidae	Ostorhinchus	chrysotaenia	37327047			
Haemulidae	Plectorhinchus	chrysotaenia	37350017			
Caesionidae	Pterocaesio	chrysozona	37346009			
Chaetodontidae	Coradion	chrysozonus	37365004			
Pomacentridae	Chromis	chrysura	37372038			
Apogonidae	Apogonichthyoides	chrysurus	37327121			
Pomacentridae	Pomacentrus	chrysurus	37372110			
Labridae	Halichoeres	chrysus	37384110			
Haemulidae	Plectorhinchus	chubbi	37350025			
Giganturidae	Gigantura	chuni	37139001			
Salpidae	Thalia	cicar	35103017			
Pallenopsidae	Pallenopsis	cidaribatus	33020010			
Carangidae	Alectis	ciliaris	37337018			
Latridae	Latridopsis	ciliaris	37378003			
Sillaginidae	Sillago	ciliata	37330010			
Mullidae	Parupeneus	ciliatus	37355024			
Gobiidae	Priolepis	cincta	37428236			
Serranidae	Acanthistius	cinctus	37311131			
Syngnathidae	Choeroichthys	cinctus	37282043			
Gobiidae	Cryptocentrus	cinctus	37428098			
Syngnathidae	Festucalex	cinctus	37282061			
Pomacentridae	Chromis	cinerascens	37372039			
Kyphosidae	Kyphosus	cinerascens	37361022			
Congridae	Conger	cinereus	37067015			
Muraenesocidae	Muraenesox	cinereus	37063002			
Polycitoridae	Polycitor	circes	35018038			
Urolophidae	Urolophus	circularis	37038020			
Didemnidae	Polysyncraton	circulum	35013040			
Gobiidae	Glossogobius	circumspectus	37428027			
Pristiophoridae	Pristiophorus	cirratus	37023002			
Gobiidae	Taenioides	cirratus	37428257			
Myxinidae	Eptatretus	cirrhatus	37004002			
Ophichthidae	Brachysomophis	cirrocheilos	37068011			
Platycephalidae	Thysanophrys	cirronasa	37296045			
Chaetodontidae	Chaetodon	citrinellus	37365036			
Gobiidae	Gobiodon	citrinus	37428158			
Hoplichthyidae	Hoplichthys	citrinus	37297002			
Polyclinidae	Synoicum	citrum	35019073			
Apogonidae	Ostorhinchus	cladophilos	37327146			
Ophiclinidae	Sticharium	clarkae	37414011			
Tripterygiidae	Trinorfolkia	clarkei	37415005			
Pycnogonidae	Pycnogonum	clarki	33017007			
Pomacentridae	Amphiprion	clarkii	37372007			
Xenisthmidae	Xenisthmus	clarus	37429045			
Pinguipedidae	Parapercis	clathrata	37390013			
Labridae	Halichoeres	claudia	37384119			
Callionymidae	Minysynchiropus	claudiae	37427042			
Styelidae	Styela	clava	35033100			
Perophoridae	Perophora	clavata	35004009			
Styelidae	Polycarpa	clavata	35033068			
Pristidae	Pristis	clavata	37025004			
Didemnidae	Lissoclinum	clavatum	35013274			
Pycnoclavellidae	Euclavella	claviformis	35022001			
Colossendeidae	Rhopalorhynchus	clavipes	33014014			
Didemnidae	Didemnum	clavum	35013123			
Tripterygiidae	Enneapterygius	clea	37415036			
Galaxiidae	Neochanna	cleaveri	37102003			
Didemnidae	Trididemnum	clinides	35013050			
Gobiidae	Callogobius	clitellus	37428086			
Eleotridae	Mogurnda	clivicola	37429051			
Polyclinidae	Aplidium	clivosum	35019011			
Didemnidae	Lissoclinum	coactum	35013250			
Gobiidae	Bathygobius	coalitus	37428064			
Bothidae	Parabothus	coarctatus	37460078			
Carcharhinidae	Carcharhinus	coatesi	37018009			
Paralepididae	Notolepis	coatsi	37126750			
Ogcocephalidae	Halieutaea	coccinea	37212008			
Antennariidae	Antennarius	coccineus	37210017			
Synanceiidae	Minous	coccineus	37287029			
Bothidae	Asterorhombus	cocosensis	37460057			
Gobiidae	Bathygobius	cocosensis	37428065			
Didemnidae	Leptoclinides	coelenteratus	35013023			
Pomacentridae	Pomacentrus	coelestis	37372111			
Somniosidae	Centroscymnus	coelolepis	37020025			
Gobiidae	Pleurosicya	coerulea	37428227			
Plesiopidae	Plesiops	coeruleolineatus	37316013			
Serranidae	Epinephelus	coeruleopunctatus	37311070			
Myctophidae	Diaphus	coeruleus	37122006			
Hydrophiidae	Hydrophis	coggeri	39125019			
Uranoscopidae	Uranoscopus	cognatus	37400008			
Macrouridae	Nezumia	coheni	37232102			
Serranidae	Epinephelus	coioides	37311007			
Brachaeluridae	Brachaelurus	colcloughi	37013013			
Syngnathidae	Hippocampus	colemani	37282111			
Pinguipedidae	Parapercis	colemani	37390035			
Styelidae	Polyandrocarpa	colemani	35033021			
Pinguipedidae	Parapercis	colias	37390790			
Pomacanthidae	Centropyge	colini	37365088			
Chaetodontidae	Chaetodon	collare	37365089			
Parascylliidae	Parascyllium	collare	37013002			
Clupeidae	Herklotsichthys	collettei	37085031			
Holozoidae	Distaplia	colligans	35015043			
Styelidae	Polyandrocarpa	colligata	35033106			
Percichthyidae	Macquaria	colonorum	37311033			
Pleuronectidae	Poecilopsetta	colorata	37461028			
Colossendeidae	Colossendeis	colossea	33014019			
Ophichthidae	Myrichthys	colubrinus	37068025			
Polycitoridae	Polycitor	columna	35018039			
Clupeidae	Nematalosa	come	37085016			
Gobiidae	Eviota	cometa	37428118			
Didemnidae	Leptoclinides	comitus	35013066			
Antennariidae	Antennarius	commerson	37210018			
Scombridae	Scomberomorus	commerson	37441007			
Fistulariidae	Fistularia	commersonii	37278001			
Engraulidae	Stolephorus	commersonii	37086013			
Carangidae	Scomberoides	commersonnianus	37337032			
Ritterellidae	Ritterella	compacta	35023003			
Ammotheidae	Ascorhynchus	compactum	33012025			
Didemnidae	Leptoclinides	compactus	35013067			
Gobiidae	Priolepis	compita	37428237			
Styelidae	Cnemidocarpa	completa	35033048			
Didemnidae	Didemnum	complexum	35013124			
Didemnidae	Leptoclinides	complexus	35013068			
Tetraodontidae	Canthigaster	compressa	37467067			
Eleotridae	Hypseleotris	compressa	37429023			
Pempherididae	Pempheris	compressa	37357008			
Ophidiidae	Bassozetus	compressus	37228050			
Apogonidae	Ostorhinchus	compressus	37327049			
Brachionichthyidae	Pezichthys	compressus	37209012			
Platycephalidae	Platycephalus	conatus	37296002			
Gobiidae	Glossogobius	concavifrons	37428150			
Polyclinidae	Synoicum	concavitum	35019074			
Cyprinidae	Puntius	conchonius	37165004			
Pangasiidae	Pangasius	conchophilus	37177752			
Didemnidae	Lissoclinum	conchylium	35013198			
Apogonidae	Paxton	concilians	37327141			
Ophichthidae	Allips	concolor	37068045			
Muraenidae	Uropterygius	concolor	37060061			
Labridae	Cirrhilabrus	condei	37384190			
Polyclinidae	Aplidiopsis	confluata	35019001			
Salpidae	Pegea	confoederata	35103011			
Pyuridae	Pyura	confragosa	35032023			
Rajidae	Dipturus	confusus	37031005			
Polyclinidae	Aplidium	congregatum	35019012			
Polyclinidae	Aplidium	coniferum	35019013			
Nymphonidae	Nymphon	conirostrum	33010007			
Apogonidae	Vincentia	conspersa	37327033			
Pomacanthidae	Chaetodontoplus	conspicillatus	37365064			
Syngnathidae	Corythoichthys	conspicillatus	37282032			
Balistidae	Balistoides	conspicillum	37465031			
Didemnidae	Leptoclinides	constellatus	35013069			
Callipallenidae	Pseudopallene	constricta	33011051			
Polycitoridae	Eudistoma	constrictum	35018012			
Styelidae	Polycarpa	contecta	35033069			
Polycitoridae	Eudistoma	convocatum	35018047			
Echinorhinidae	Echinorhinus	cookei	37022002			
Ammotheidae	Ascorhynchus	cooki	33012026			
Scyliorhinidae	Cephaloscyllium	cooki	37015038			
Apogonidae	Ostorhinchus	cookii	37327050			
Plotosidae	Neosiluroides	cooperensis	37192018			
Serranidae	Pseudanthias	cooperi	37311113			
Alepocephalidae	Xenodermichthys	copei	37114002			
Oikopleuridae	Oikopleura	cophocerca	35203005			
Microdesmidae	Gunnellichthys	copleyi	37435023			
Carangidae	Trachinotus	coppingeri	37337076			
Liparidae	Paraliparis	coracinus	37307016			
Pseudochromidae	Pictichromis	coralensis	37313033			
Serranidae	Epinephelus	corallicola	37311066			
Apogonidae	Siphamia	corallicola	37327175			
Didemnidae	Didemnum	coralliforme	35013227			
Callionymidae	Paradiplogrammus	corallinus	37427047			
Siganidae	Siganus	corallinus	37438008			
Carangidae	Megalaspis	cordyla	37337028			
Nototheniidae	Notothenia	coriiceps	37404798			
Didemnidae	Didemnum	corium	35013270			
Kyphosidae	Kyphosus	cornelii	37361012			
Callipallenidae	Austropallene	cornigera	33011004			
Soleidae	Aesopia	cornuta	37462001			
Anoplogastridae	Anoplogaster	cornuta	37257001			
Ostraciidae	Lactoria	cornuta	37466004			
Ritterellidae	Ritterella	cornuta	35023004			
Holocentridae	Sargocentron	cornutum	37261033			
Gobiidae	Oxyurichthys	cornutus	37428206			
Zanclidae	Zanclus	cornutus	37437001			
Polycitoridae	Eucoelium	coronarium	35018004			
Tetraodontidae	Canthigaster	coronata	37467013			
Lutjanidae	Etelis	coruscans	37346038			
Soleidae	Aseraggodes	corymbus	37462055			
Phosichthyidae	Polymetme	corythaeola	37106001			
Gobiesocidae	Aspasmogaster	costata	37206004			
Syngnathidae	Kaupus	costatus	37282014			
Liparidae	Paraliparis	costatus	37307017			
Gobiidae	Bathygobius	cotticeps	37428066			
Scorpaenidae	Scorpaenopsis	cotticeps	37287106			
Bathygadidae	Bathygadus	cottoides	37232030			
Tetrarogidae	Cottapistus	cottoides	37287014			
Ceratiidae	Cryptopsaras	couesii	37220001			
Eleotridae	Gobiomorphus	coxii	37429021			
Ophidiidae	Brotulotaenia	crassa	37228013			
Diazonidae	Rhopalaea	crassa	35012002			
Callipallenidae	Seguapallene	crassa	33011031			
Pyuridae	Pyura	crassacapitata	35032024			
Bythitidae	Alionematichthys	crassiceps	37228108			
Apogonidae	Apogon	crassiceps	37327051			
Mullidae	Parupeneus	crassilabris	37355023			
Antennariidae	Echinophryne	crassispina	37210005			
Squalidae	Squalus	crassispinus	37020039			
Polyclinidae	Aplidium	crateriferum	35019015			
Soleidae	Zebrias	craticulus	37462003			
Mugilidae	Crenimugil	crenilabis	37381012			
Somniosidae	Centroselachus	crepidater	37020012			
Didemnidae	Didemnum	crescente	35013125			
Phoxichilidiidae	Anoplodactylus	cribellatus	33015005			
Uranoscopidae	Xenocephalus	cribratus	37400019			
Muraenidae	Gymnothorax	cribroris	37060002			
Bythitidae	Didymothallus	criniceps	37228101			
